track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Primera Estrella,Javiera Mena,Mena,6JmKaZshXK5l82kczWsa3I,0.28,0.807,0.68,2,-7.226,1,0.0353,0.0358,0.000194,0.0834,0.84,113.977,248960,4
Otra Vez (Vivo),Miranda!,El Templo del Pop,6i2y1GBw5R77x4tk4tmOgn,0.29,0.81,0.96,9,-4.083,1,0.0314,0.00861,0.0,0.256,0.827,126.999,183067,4
Quédate un Ratito Más,Javiera Mena,Otra Era,2YtWsFH3dX3Q3bPhKcEt2n,0.29,0.61,0.628,1,-5.643,1,0.032,0.358,0.000204,0.103,0.535,80.012,220499,4
Vete de Aquí,Miranda!,El Templo del Pop,3aCNYMVB9pFeZCtWxQH0na,0.28,0.729,0.797,5,-5.206,1,0.0331,0.0718,5.64e-05,0.083,0.693,124.028,190880,4
Burla,Miranda!,Precoz,0U9J7AOgNW4dKI4tPC5s2D,0.32,0.855,0.641,7,-8.853,1,0.0494,0.137,0.000717,0.349,0.701,107.042,174948,4
Quiero Vivir a Tu Lado,Miranda!,Fuerte,3KLOaq0nG1VEBcOjfKC8Gv,0.32,0.643,0.805,2,-6.454,1,0.0279,0.00623,0.000183,0.203,0.697,133.019,196507,4
Tu Juego,Miranda!,El Templo del Pop,7CIY89KeZPfZkcL75okQcA,0.33,0.792,0.801,0,-5.219,1,0.042,0.0309,3.51e-05,0.0459,0.934,122.979,241467,4
Les Femmes,Yelle,Pop Up - De Luxe,1UQOfYuq19nRbxsySbky69,0.12,0.898,0.511,9,-6.958,0,0.0452,0.0181,2.68e-06,0.253,0.549,117.0,255587,4
Comme Un Enfant,Yelle,Safari Disco Club,2IiS69IOlckXEXZo3xg80v,0.05,0.717,0.719,4,-4.219,0,0.0508,0.0689,0.00165,0.15,0.709,124.983,252507,4
Je t'aime encore - Djemba Djemba Remix,Yelle,Je t'aime encore (Remixes),78qlB78uX6miXiBwNtVyHN,0.1,0.869,0.513,0,-7.835,1,0.1,0.274,0.00019,0.109,0.58,120.025,176788,4
Complètement fou,Yelle,Complètement fou,77sVUchtzjpetfDZC9L59d,0.12,0.823,0.506,0,-5.516,1,0.0966,0.0986,0.000503,0.577,0.512,126.052,230467,4
Moteur Action (Alexaert remix),Yelle,Complètement Fou (Remix) [EP],14vdu7uOP7OHcJ18C8N8dq,0.08,0.487,0.822,6,-0.992,1,0.166,0.0348,0.115,0.142,0.336,129.993,260308,4
Guadeloupe,Populous,Confluencias I: Selva,28dXmtz92hATLBArDUWY1T,0.18,0.712,0.523,8,-9.485,1,0.167,0.0417,9.49e-05,0.0941,0.693,162.055,175930,4
Duran Duran,Miranda!,Precoz,2oDQs5IOaymA8M2iAgklqB,0.31,0.587,0.625,4,-12.059,0,0.0317,0.221,0.532,0.149,0.363,159.933,222077,4
The Breakfast Drama,Populous,Queue For Love,3egCGMrQn36FvIETg9T5md,0.13,0.515,0.461,6,-14.17,1,0.0543,0.00146,0.183,0.169,0.267,101.065,108707,4
Petalo,Populous,W,0PixfUMsrqE4AjO6nq8Nqo,0.16,0.706,0.562,0,-8.181,1,0.0529,0.159,0.788,0.0779,0.399,120.007,212720,4
Perfume Casino,Babasónicos,Dopadromo,5uLcCL0k07AP5LCIkayVxb,0.29,0.514,0.411,9,-14.86,1,0.17,0.323,3.93e-05,0.104,0.261,85.237,260787,4
Soy Rock,Babasónicos,Jessico,7gAJJUgHyiaNrpbyBLmKff,0.35,0.474,0.943,2,-3.351,1,0.0526,0.000203,0.0038,0.0306,0.539,172.055,160064,4
Otra Vez,Usted Señalemelo,Usted Señalemelo,5jrsI4Drdjq2RwTQW7RpjH,0.38,0.658,0.564,0,-7.884,1,0.0364,0.00137,0.00351,0.0913,0.699,130.017,233000,4
Perfume Casino,Babasónicos,Babasonicos Grandes Exitos,1me6q9mjPd5ozlS4KthYO0,0.35,0.491,0.461,4,-12.866,1,0.263,0.329,2.74e-05,0.0864,0.263,182.041,261733,4
Valle de Valium,Babasónicos,Delivery 1 (Buenos Aires),0KSnHD9fz0kgGqkn6SPAqd,0.33,0.548,0.417,9,-7.064,0,0.0323,0.79,0.0,0.0765,0.284,78.085,127357,4
Examenes - [Blank],Babasónicos,Anoche,2liE3ISdrK1zRCQ3WdPJMh,0.27,0.585,0.455,7,-8.856,1,0.0282,0.758,2.83e-05,0.0923,0.18,103.987,205480,4
Plastilina,Usted Señalemelo,Usted Señalemelo,3zJ6tdvu6CryQwPuLiYJax,0.39,0.51,0.705,7,-8.093,1,0.048,0.000523,0.000119,0.275,0.671,75.978,193707,4
Yo Anuncio,Babasónicos,Mucho,4tUs42F0aIe1lXd3AgNT85,0.34,0.526,0.574,7,-7.164,1,0.0306,0.159,3.3e-06,0.278,0.655,123.883,190173,4
La Fox,Babasónicos,Jessico,1qdeIyGOKgDp70C5Lz5Jly,0.35,0.454,0.887,7,-4.557,1,0.0579,0.00161,1.43e-05,0.19,0.438,176.112,141999,4
Little Red Corvette,Jeanne Added,EP#1,0jmiSZzks44tkbgJaqTL0f,0.17,0.767,0.421,9,-11.991,0,0.0253,0.837,0.58,0.353,0.424,106.974,176960,4
N'dis rien,Clea Vincent,Molitor,4P01iMF9IHZpJEtOlLXp4T,0.18,0.838,0.708,0,-6.522,1,0.0448,0.192,0.0301,0.0774,0.841,111.997,219267,4
Both Sides,Jeanne Added,Radiate,4Tyog4NxVTk7qEyacJdLlx,0.31,0.708,0.404,10,-8.83,1,0.0551,0.538,1.25e-05,0.112,0.188,73.984,216547,4
Ici et maintenant,Clea Vincent,Nuits sans sommeil,4D0Fyb8HMNvFnr9kEeTiKT,0.14,0.631,0.321,3,-14.876,1,0.0445,0.755,0.00384,0.357,0.164,119.946,210333,4
N'allez pas travailler,Clea Vincent,Tropi-cléa 2,0pAoBw2wq8JydayGz1ZBiv,0.16,0.755,0.612,2,-9.593,0,0.0378,0.326,0.000766,0.0769,0.96,141.497,180933,4
Dans les strass,Clea Vincent,Dans les strass,4LckvBc48aea235WY8EoY6,0.14,0.781,0.707,4,-8.755,0,0.0442,0.314,0.000198,0.0904,0.727,126.048,204373,4
Amanda,Clea Vincent,Retiens mon désir,2CC8frem8YYAbM1hhXrHcW,0.14,0.696,0.664,2,-8.649,1,0.0511,0.391,0.104,0.122,0.371,90.962,174773,4
Girlfriend,Christine and the Queens,Cottagecore Vibes,33tqzA9nVLhkeekxKtaHrj,0.11,0.825,0.584,0,-6.581,0,0.0388,0.0353,0.000451,0.108,0.79,110.011,201073,4
"Damn, dis-moi (feat. Dâm-Funk) [Gerd Janson's Balearic Remix Edit Version]",Christine and the Queens,"Girlfriend / Damn, dis-moi (feat. Dâm-Funk) [Remixes]",7Brg4dnkHhxY6oEY3frJyK,0.16,0.73,0.9,10,-6.588,1,0.044,0.0438,0.389,0.0924,0.664,110.003,224147,4
Girlfriend (feat. Dâm-Funk) [Jam City Remix],Christine and the Queens,"Girlfriend / Damn, dis-moi (feat. Dâm-Funk) [Remixes]",7kBEgiqIu8cLAjn8HA4JOc,0.12,0.746,0.52,0,-9.912,0,0.046,0.457,0.00209,0.398,0.306,110.014,197853,4
Tilted (Danny L Harle Remix),Christine and the Queens,Tilted (Remixes),2zswLS18a7H8VUxDAQc43b,0.05,0.308,0.673,0,-7.275,1,0.0406,0.0196,0.00265,0.153,0.228,130.002,151508,4
Un Gran Final,Fármacos,Los Días Más Largos,0lhbOVJuP827Mmo349jfza,0.25,0.488,0.885,5,-6.727,1,0.0309,0.00118,0.00643,0.23,0.407,104.999,262267,4
De Chiquitito - Reggaeton Remix,Proyecto Gomez Casa,De Chiquitito (Versión Extendida),5CINZocXowAFMsbqnoXY3o,0.14,0.697,0.442,9,-14.28,0,0.168,0.242,0.000161,0.497,0.646,89.841,172000,4
Arde Santiago,Adrianigual,Éxito Mundial,31FsXjaeZCOH6oCp0en2Od,0.25,0.738,0.724,2,-6.467,1,0.0441,0.0376,0.0804,0.251,0.807,119.986,206627,4
Profundidad De Campo,Dënver,Fuera De Campo,0PDzAQLUYb5lRYpKnyycoR,0.24,0.736,0.779,6,-7.82,0,0.0456,0.0162,0.138,0.0969,0.905,97.001,229853,4
Fuego - Live Extended Version,Bomba Estéreo,Live In Dublin,5UzZFsAi7pR5goacVKVrVG,0.07,0.628,0.481,4,-17.483,0,0.0663,0.0785,0.000165,0.735,0.0958,99.987,491009,4
Mátame,Rubio,Pez,1I1bIACRDnEdn7jDjdWBlj,0.12,0.673,0.561,10,-8.1,1,0.028,0.0131,0.322,0.27,0.19,129.99,242641,4
Oro,Rubio,La Pérdida,2NhUqAGk0vruH59ULr53Yt,0.19,0.681,0.281,2,-6.492,1,0.0452,0.536,0.0323,0.362,0.195,129.929,169028,4
Sol,Tunacola,Todos los Veranos del Mundo,2rFTvpWi3E3P9rD1aX1c52,0.19,0.373,0.585,0,-7.314,1,0.0342,0.545,0.000937,0.103,0.215,109.98,266693,4
Las Plantas,Rubio,Pez,3M4ZNmkmmJzcgDozQUFAXU,0.12,0.709,0.554,1,-6.222,1,0.0395,0.00962,6.48e-05,0.311,0.375,121.035,228590,4
Yoko,Rubio,Pez,3yAtYhF8HjAUDbpbe6QYAe,0.12,0.376,0.381,8,-10.245,1,0.0584,0.0766,0.157,0.228,0.106,62.186,299892,4
Cuídeseme,Francisco Victoria,Prenda,5Y9YCZTvJHlqPxA46P6coz,0.32,0.685,0.244,11,-10.707,0,0.0284,0.382,0.00272,0.219,0.229,97.931,227920,3
Noche Profunda,Dënver,Sangre Cita,4el3Np99uNda1mtnjLsCAC,0.32,0.626,0.49,0,-8.287,1,0.0665,0.0305,0.0003,0.083,0.413,69.959,185387,4
Bouvet,La Prohibida,Ruido,5R6IpxKq6TSoLV50nuJNA6,0.29,0.585,0.736,7,-7.122,1,0.0287,0.00342,1.35e-05,0.101,0.325,126.003,313907,4
Web,Faraonika,Web,3ih38THyasMOtHACk9haA3,0.13,0.762,0.743,7,-6.403,1,0.0674,0.359,0.00331,0.156,0.414,89.973,169352,4
MCs Can Kiss,Uffie,MCs Can Kiss,0mn75T01D30TsTbuYp0Jcm,0.1,0.833,0.929,10,-4.774,0,0.217,0.206,0.000126,0.399,0.689,118.414,190040,4
ADD SUV (feat. Pharrell Williams) [Carte Blanche Remix],Uffie,Sex Dreams And Denim Jeans,7EtTbIRSspuhNpBMAHF7WK,0.11,0.81,0.84,1,-4.307,1,0.124,0.00132,0.0628,0.345,0.434,129.009,285063,4
Dans ta vraie vie,Yelle,Pop Up - De Luxe,7tBkYVIMumCGsa9AOHYN8S,0.11,0.962,0.475,8,-7.211,1,0.275,0.129,0.0,0.102,0.231,130.067,227493,4
Rêver de toi,The Pirouettes,Monopolis (Deluxe),7FscjT14JP88FV08chjQbM,0.19,0.769,0.517,0,-7.93,0,0.0386,0.167,0.0,0.0943,0.474,127.032,248120,4
Sicilian Automata,Napkey,Sicilian Automata,2ApsPaz8rkLfdVXPATCGNe,0.2,0.341,0.624,7,-6.457,0,0.0381,0.0155,0.000998,0.169,0.0817,150.063,211006,4
Ça ira ça ira,The Pirouettes,Monopolis (Deluxe),6zug1PxiGC6tWIpUDqeQ8x,0.19,0.783,0.696,0,-6.678,0,0.0719,0.0778,3.18e-05,0.0928,0.883,110.007,213280,4
Tu peux compter sur moi,The Pirouettes,Monopolis (Deluxe),33uiPKcJCkcfxFmTmIRh8u,0.18,0.758,0.69,4,-7.629,0,0.0402,0.364,0.00693,0.0725,0.426,105.025,258107,4
Héros de la ville,The Pirouettes,Monopolis,0I0gpGBjugYJaNfkhrurDZ,0.19,0.676,0.691,0,-7.06,1,0.0288,0.0802,0.000191,0.189,0.058,93.987,207387,4
Petit château,The Pirouettes,Monopolis,5z5x1GptGZc0Vez5R5prtw,0.19,0.814,0.662,11,-6.098,1,0.0412,0.0863,0.0327,0.179,0.859,107.98,218160,4
fancy,Isaac Delusion,fancy,6L9RwSLBxwEG73miUBShYS,0.21,0.763,0.589,6,-7.958,0,0.0303,0.209,0.572,0.188,0.969,133.035,271293,4
Huracán de flores,Fuel Fandango,Origen,438zOeaY5WPZah2eUM4xcV,0.34,0.583,0.74,6,-5.619,0,0.049,0.152,0.0,0.451,0.444,150.064,157493,4
Soy Yo - Happy Colors Miee Remix,Bomba Estéreo,Soy Yo (Happy Colors Miee Remix),2A5RqJZ5LCUIsEt3ago10S,0.15,0.775,0.934,10,-2.365,0,0.0541,0.0182,0.053,0.392,0.329,109.993,172374,4
Fiesta - DJ Jazzy Jeff Remix,Bomba Estéreo,Fiesta (The Remixes),1H4yqHn9D5OZGES1Un58uW,0.13,0.542,0.788,0,-8.578,1,0.108,0.00128,0.203,0.268,0.365,233.893,245128,4
Ramblin' Man - Live,Moriarty,Echoes from the Borderline (Live),2nooDYZFwx02xUbWbLmAJ5,0.26,0.552,0.567,0,-10.679,1,0.0453,0.135,0.128,0.8,0.868,135.436,288640,4
Sous la Pluie,Juliette Armanet,Petite Amie (Live & Bonus),2x1aAmb8JKObN1H9HpCsr2,0.24,0.663,0.108,5,-11.516,0,0.0349,0.98,0.00195,0.125,0.226,133.545,196133,4
L'indien,Juliette Armanet,French Pop,56sRp8NVSXTv1YbbjNEkir,0.12,0.738,0.511,0,-7.545,1,0.0351,0.221,0.00321,0.122,0.342,130.006,210813,4
Bacon - Live Version,Moriarty,Gee Whiz but This Is a Lonesome Town (The Drifting Letter Office Archive),7uh77xQpMETH8Zk8RqyTxj,0.29,0.495,0.697,11,-7.407,0,0.112,0.281,0.0377,0.674,0.609,131.272,286253,4
Animals Can't Laugh,Moriarty,Gee Whiz But This Is a Lonesome Town,1aTH8cBxhJUqt0nxVJSTzi,0.28,0.705,0.273,7,-10.786,0,0.041,0.839,0.000206,0.134,0.168,117.852,218867,3
Cavalier Seule,Juliette Armanet,Petite Amie (Live & Bonus),2etychqYY0AjmR2K8c3in5,0.22,0.683,0.689,0,-4.619,0,0.0308,0.183,0.0,0.0579,0.496,109.969,166893,4
Traición,Miranda!,The History 2002-2007,5yMCAQvSYHwIWMr6U2xgSP,0.31,0.776,0.895,9,-4.087,0,0.0476,0.0394,0.00267,0.0901,0.844,132.003,182960,4
Navidad,Miranda!,El Templo del Pop,73bRi8dWtCf4d3FyEUiV7T,0.3,0.725,0.539,10,-6.471,1,0.0313,0.44,0.000204,0.108,0.933,123.049,189680,4
Navidad,Miranda!,Sin Restricciones,2vl3UJhBeIzAVA2pa4rTEy,0.34,0.731,0.57,10,-5.734,1,0.0306,0.537,8.46e-05,0.108,0.93,123.044,191573,4
No Tengo Plata,Miranda!,Precoz,62J2J0bLb6jRoqNiahMbjN,0.3,0.805,0.584,8,-7.643,0,0.0427,0.0489,0.00261,0.069,0.963,113.027,182318,4
Una Noche Contigo,Francisca Valenzuela,La Fortaleza,6osqHNLLLQs4wrv2YIPOKf,0.32,0.835,0.522,6,-4.552,0,0.0535,0.169,0.0,0.0883,0.926,128.956,186827,4
Normal Mujer,Francisca Valenzuela,La Fortaleza,0slkjXplUT6phcBT9zyi7w,0.33,0.599,0.505,9,-7.179,1,0.0277,0.0921,7.74e-06,0.152,0.178,129.937,238480,4
Miranda Mix (Oíd Mortales Mix),Miranda!,El Templo del Pop,6jvhUbBBxeSSZdIEe3Cgab,0.27,0.488,0.933,0,-3.895,1,0.0792,0.104,0.0,0.104,0.718,126.995,653200,4
Hay una Luz,Miranda!,Precoz,1VGvplDOFmPrzEnm1SBMAX,0.31,0.656,0.872,7,-7.186,1,0.0275,0.00434,3.06e-05,0.351,0.699,124.005,201394,4
"Un Audífono Tú, Un Audífono Yo",Javiera Mena,Mena,33BKenEc2lkctirgnT9Rhc,0.28,0.609,0.542,7,-8.915,1,0.0296,0.661,0.0133,0.112,0.336,138.027,192613,4
Pide,Javiera Mena,Otra Era,1ZzX1nlYTYEclwZ1T6EG1B,0.27,0.637,0.758,6,-4.869,0,0.0339,0.0927,0.00209,0.106,0.547,164.012,207965,4
Sé Mía - Versión Acústica,Miranda!,Safari,2qI3DA3n0j51DQp4pAnDYb,0.23,0.784,0.47,5,-5.859,1,0.0486,0.437,0.0,0.121,0.922,167.963,188288,4
Bailarina,Miranda!,Es Mentira,3Q2YTJihx6gPSyEgSzi44U,0.37,0.697,0.974,11,-3.067,0,0.0499,0.178,0.00726,0.32,0.878,116.986,284680,4
Je t'aime encore - Alban Claudin Remix,Yelle,Je t'aime encore (Alban Claudin Remix),35KhuCZ90Luw9FF9nFSrUX,0.15,0.445,0.608,9,-11.994,0,0.031,0.904,0.921,0.129,0.141,164.039,240689,4
Mal poli,Yelle,Pop Up - De Luxe,48kbeQCpLzQx9pC0QRQd7S,0.11,0.82,0.86,0,-4.749,1,0.124,0.0959,0.0475,0.0229,0.862,147.994,174680,4
Rabbits,Paradis,Poppsaga: Iceland's Pop Scene 1972-1977,1zofWBNF9ucD2VtvimYqyw,0.11,0.806,0.717,2,-7.684,0,0.0431,0.403,0.0,0.242,0.976,114.191,189280,4
Mon meilleur ami,Yelle,Pop Up - De Luxe,50oTJKetlwrDpnSBbZ5c0t,0.11,0.878,0.784,11,-5.857,0,0.174,0.00635,0.00488,0.0769,0.935,148.026,237373,4
Je t'aime encore - Alban Claudin Remix,Yelle,Je t'aime encore (Remixes),4qhIsnvSC0j3AaTu6RqhNr,0.1,0.445,0.608,9,-11.994,0,0.031,0.904,0.921,0.129,0.141,164.039,240689,4
El Sonido de los Corazones Que Se Quiebran,Alex Anwandter,Amiga,0R9gKavcMx8aMy5S7Ra7BA,0.31,0.779,0.865,9,-3.881,1,0.0519,0.078,2.15e-06,0.0817,0.588,124.031,248837,4
Caminando a la Fábrica,Alex Anwandter,Amiga,39WD9vXFPO9rBw3EiOL4Zl,0.3,0.548,0.624,2,-9.003,1,0.0311,0.579,0.704,0.575,0.46,74.987,175792,5
Todos los Días,Pedropiedra,Ocho,3QYC5AvjIsq3sG5eEVuqRl,0.33,0.615,0.855,1,-5.092,1,0.0555,0.00725,0.326,0.117,0.712,124.015,207667,4
Fin de Semana en el Cielo,Alex Anwandter,Rebeldes,0rJdQlZXoE5lFeB2T6cmg0,0.29,0.409,0.613,8,-8.234,1,0.032,0.0768,0.000222,0.219,0.222,168.004,252707,3
Épocas (Extraperlo Remix),CLUBZ,Épocas,0u4NlCAzTYZp8zIQtr86Lk,0.17,0.704,0.925,0,-6.401,1,0.0414,0.07,0.224,0.0532,0.142,120.987,327289,4
Granos de Arena,Pedropiedra,Emanuel,5EcdlcI4UFUlg32hUYWnD5,0.31,0.675,0.792,6,-6.242,0,0.0305,0.168,0.191,0.0709,0.623,133.995,317440,4
Vacuum,Napkey,42,0Riy5by2ZjERYWSXlmvknU,0.18,0.707,0.544,9,-10.587,0,0.0472,0.0385,0.852,0.0751,0.201,115.999,169655,4
Sicilian Automata - Kumisolo Remix,Napkey,Nectar,3PTzOBIDboUTMZDbrHXIeZ,0.2,0.77,0.582,7,-6.634,1,0.032,0.0183,0.297,0.0863,0.563,112.987,184180,4
At Least - Mirage Club Remix,Napkey,At Least (Mirage Club Remix),27DwUosdjRrVcXwfgkEZCm,0.11,0.645,0.598,9,-11.261,0,0.0357,0.257,0.833,0.0634,0.162,115.992,351724,4
Falsario - [Blank],Babasónicos,Anoche,1QCgra8ga11zvC6qrYYqdz,0.23,0.741,0.912,9,-6.676,0,0.0513,0.0254,0.000197,0.0796,0.96,135.03,159147,4
En Privado,Babasónicos,Tardes sin compañía,4B0p8arPHGCeQRw2E4GeWJ,0.15,0.675,0.652,2,-6.116,1,0.0308,0.727,1.09e-05,0.0718,0.634,84.031,234627,4
La Luna Patas para Arriba,Usted Señalemelo,Usted Señalemelo,0VSGEEbAyiSX4JLtZniC7B,0.36,0.383,0.841,11,-5.902,0,0.0448,6.16e-05,0.000306,0.118,0.429,80.995,221133,4
Hablarme,LUPE,Hablarme,1G9IcSJSMDes9bAdElgalh,0.22,0.694,0.533,5,-8.755,0,0.0353,0.0133,0.402,0.0897,0.454,120.02,228000,4
Asi Se Habla - [Blank],Babasónicos,Anoche,17fGRTATsyTeZNrhm0KioF,0.24,0.604,0.962,9,-3.409,1,0.0959,0.0499,1.27e-06,0.165,0.833,157.025,120947,4
Tu Salto,Usted Señalemelo,II,3XecvpnbSqwXrbbQZGmOu5,0.36,0.571,0.737,9,-4.951,0,0.0308,0.0308,0.373,0.0954,0.382,135.028,193737,4
Mucho,Babasónicos,Inflame,43MwgPck2WyawRYLb73PCn,0.32,0.46,0.718,2,-5.457,1,0.0331,0.000599,1.26e-05,0.22,0.818,145.523,131636,4
Putita - En Vivo,Babasónicos,Repuesto de Fe (En Vivo),1AV0hoQPQVgaxHtpnWg7uC,0.34,0.396,0.924,0,-5.799,1,0.0349,0.00808,1.07e-05,0.973,0.551,101.988,218600,4
El Cuerno Llama,Babasónicos,Inflame,2lyVPYxLnxPkxM1iu95wew,0.33,0.677,0.485,7,-8.134,1,0.0297,0.143,0.0181,0.113,0.3,137.055,200453,4
F.T,Usted Señalemelo,II,2WNAEg3Vzpr90dPmLb8Go8,0.37,0.496,0.521,11,-6.493,1,0.0333,0.0119,9.48e-05,0.104,0.207,118.06,250538,3
Como Eran Las Cosas,Babasónicos,Mucho,5rgelGn2XRCp949MnTZQpi,0.07,0.696,0.448,8,-9.099,1,0.0333,0.452,2.56e-05,0.0904,0.57,95.004,242520,4
Fuego - Gladkazuka Remix,Bomba Estéreo,Mantenlo Prendido (Fuego Remixes),6IZo3o2gbK8l4lRDrJ2Vkj,0.15,0.87,0.815,1,-7.179,1,0.145,0.0189,0.00492,0.117,0.599,100.147,328336,4
Coco,CHATON,POSSIBLE,1GtGFyB48eZfv3vCt91RTP,0.22,0.767,0.479,10,-7.527,0,0.122,0.295,0.0651,0.106,0.333,180.037,304573,4
Nuit blanche,Ehla,Pas d'ici,1jD1SnFvTh0o5USb3hdb8f,0.18,0.588,0.706,7,-7.379,0,0.0703,0.0403,0.00239,0.129,0.177,151.898,217204,4
Winter Skies,Marie Madeleine,Ural Baikal Amour - EP,22l3HzDuBnoL83Dqg16ez9,0.12,0.643,0.795,0,-8.025,1,0.0277,0.0618,0.865,0.0955,0.774,129.999,300000,4
Hands On Hips,Ezéchiel Pailhès,Divine,28fjZGic4CUgCwnnMnJOzU,0.17,0.769,0.218,1,-12.443,1,0.0394,0.754,0.95,0.127,0.349,120.04,257640,3
MCMC,Ehla,Pas d'ici,7GGFhgmTlaijBzbaiweRNw,0.25,0.665,0.509,8,-8.2,1,0.0395,0.419,0.000216,0.109,0.333,109.008,176170,4
Un billet pour le futur,Octave Noire,Un billet pour le futur,1T2nrhz0FEHSMbClxm3IkU,0.23,0.807,0.399,10,-7.195,1,0.0403,0.653,0.00104,0.126,0.656,115.013,245949,4
Body Woogie,Ezéchiel Pailhès,Tout va bien,7lxc6rwqgA35Ol1nMT6vkm,0.21,0.813,0.328,0,-13.221,0,0.0619,0.539,0.451,0.0965,0.906,169.897,184994,4
Under Your Closed Eyelids,Antena,Bossa Super Nova,04ddHCujlKPLWRcA9LDUlV,0.08,0.738,0.37,6,-12.173,1,0.0331,0.217,0.517,0.229,0.61,116.978,157751,4
Camino Del Sol (Joakim Remix),Antena,Versions Speciales - Camino del Sol,1wC1W21E9ElEwVtA9xh8cH,0.16,0.813,0.495,6,-10.057,1,0.0632,0.00273,0.824,0.106,0.574,120.32,501280,4
Pas d'ici,Ehla,Kitsuné Parisien,29dpnzl9d7YuLUuPRf3KHn,0.15,0.677,0.723,6,-7.765,0,0.041,0.0698,1.26e-05,0.102,0.584,115.019,217078,4
Joppo + Eno (Pink Alert Re-Rub),Antena,Versions Speciales - Camino del Sol,0QTwn0aJD5ZB1BGnSYL9gT,0.09,0.79,0.707,1,-7.674,0,0.0464,0.00666,0.435,0.0819,0.962,107.005,457133,4
Achilles,Antena,Camino Del Sol,7ljERlwYlpbwMZe7EzE2jK,0.07,0.683,0.506,11,-13.617,0,0.0736,0.168,0.739,0.107,0.891,74.697,217707,4
Everland,Superjava,Javaland,7nlaQtuO29w1hAKbQfmgr8,0.24,0.774,0.747,10,-5.263,0,0.0407,0.159,3.43e-05,0.111,0.933,95.996,212500,4
Sirènes,Delphine Volange,...Et de Delphine Volange le ciel était toujours sans nouvelles,7yO2XOUQTiSsVfSORBsdGe,0.15,0.681,0.466,0,-6.974,1,0.04,0.305,0.0266,0.135,0.596,75.472,258760,4
Érotique,The Rebels Of Tijuana,Asile,55ZWPgW0ntZLuBO1XaFL8T,0.12,0.503,0.665,7,-3.935,1,0.0262,0.0011,0.0108,0.317,0.845,101.065,156275,4
Le jour,Calypso Valois,Cannibale,33h0i9Iun9cSGaZ0OMVCAA,0.19,0.683,0.687,7,-4.646,0,0.0338,0.0022,0.000176,0.0333,0.812,131.996,198920,4
Strange Effect,The Rebels Of Tijuana,Asile,4SaalUEtr6v4cVzIlJoLlI,0.11,0.586,0.596,0,-6.175,1,0.0281,0.0275,0.00083,0.13,0.466,107.283,312071,4
Two Bedrooms,Beach Youth,Two Bedrooms,73I6Ilmirh1xGDa4PXA5pf,0.17,0.4,0.842,4,-7.255,1,0.0407,0.0192,0.782,0.104,0.717,173.009,165205,4
Confiné avec toi,Charlie Boisseau,Confiné avec toi,1bffCCKIJJvyeZVQGBeMJb,0.25,0.571,0.702,1,-6.812,0,0.133,0.229,0.0,0.146,0.667,87.673,176394,4
Ticket,Perez,Surex,3iS0GkHSFylbcIvBezbYWC,0.1,0.663,0.708,5,-10.056,0,0.0476,0.133,0.000934,0.206,0.244,126.052,226183,4
Riviera,Alligator,Octets,2i6jHvT0M6o70MO3uRNHWE,0.12,0.589,0.726,2,-7.411,1,0.0431,0.0305,0.227,0.404,0.735,136.967,311897,4
Le large,Florian Mona,Les héroïnes,6PbzGZfbH7E2wUNRZIG09R,0.09,0.451,0.824,0,-4.406,1,0.0317,0.00501,0.31,0.0534,0.37,139.959,188440,4
"they told us it was hard, but they were wrong.",Ela Minus,"they told us it was hard, but they were wrong. (remixes)",6x2vTyfvB1UZ26doxAbfgQ,0.17,0.536,0.648,2,-9.991,0,0.0447,0.0416,0.692,0.11,0.147,129.406,360988,4
Cha-Cha,Mou,Royal calin,1AyLNeBaqu9KpFmH5Ru1WN,0.18,0.688,0.548,0,-6.678,0,0.0453,0.194,7.4e-06,0.085,0.808,132.005,168182,4
Miss Smith (Myd Remix),Moodoïd,Reptile (Remixes),7Le2QS8wWghi3jvfZoYZkN,0.13,0.701,0.813,4,-5.842,0,0.0513,0.00209,0.784,0.266,0.699,125.0,284787,4
L'échappée,Barbagallo,Danse dans les ailleurs,7gJGFf4cwdf4qhZ9NLOgvA,0.13,0.657,0.554,2,-7.932,1,0.0253,0.293,0.00449,0.22,0.319,90.041,265840,4
Ma falaise,Barbagallo,Tarabust,0f7Idmm0bLtaAdssb41ROR,0.16,0.683,0.779,9,-6.9,0,0.0289,0.0312,0.0243,0.098,0.514,116.965,276618,4
Chemise,Mou,Bijoux d'amour,3043vBgWF8oU5JMMvosyNJ,0.17,0.458,0.617,5,-6.293,1,0.0917,0.184,0.000994,0.143,0.322,186.09,209113,4
Kasbah,Moodoïd,Cité Champagne,3zOui5dt9nBtDKUhztGPxl,0.1,0.705,0.791,11,-7.944,0,0.0303,0.0844,0.928,0.0808,0.88,124.986,331130,4
Les chemins de traverse,Moodoïd,Le monde Möö,7J6JFHcYdrzrz9jfy0macJ,0.06,0.517,0.515,9,-9.678,0,0.0285,0.529,0.0476,0.38,0.122,120.093,399200,4
Amour Voiture,Moodoïd,Cité Champagne,1j6BHCCkxH2j2YXrkZXTVH,0.1,0.347,0.814,0,-7.67,1,0.0643,0.165,0.00142,0.0756,0.131,174.979,200033,4
