track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Carismático - [Blank],Babasónicos,Anoche,0JEoezwc786AUMKs2CBQRI,0.51,0.69,0.919,7,-4.696,1,0.0353,0.0504,0.0,0.152,0.745,137.018,155920,4
Goya ! Soda !,Christine and the Queens,Chris,3ZSdsMSOV3cLdgwfff7pT6,0.31,0.716,0.436,8,-7.98,1,0.0302,0.178,1.43e-05,0.175,0.252,108.982,324507,4
Wonder,Napkey,Solstice,1OvffSRbM7FX95f2BC4qAE,0.3,0.609,0.618,5,-9.733,1,0.0317,0.0234,0.0439,0.156,0.517,109.002,183764,4
All My Friends,Seth XVI,All My Friends,4EiFNAZhXBg0V1nVnLSQ6x,0.39,0.753,0.603,6,-10.575,0,0.0562,0.0151,0.289,0.201,0.283,120.945,194179,4
Flotando,Francisca Valenzuela,Flotando,2AoRRax8pJeQEj9nGDUKob,0.48,0.604,0.693,6,-4.493,1,0.0398,0.294,0.0,0.359,0.371,162.099,242064,4
Pa’ Respirar,Bomba Estéreo,Elegancia Tropical,00SOM9fnjEoHe2lWKt3z8Q,0.3,0.537,0.618,9,-11.29,0,0.0421,0.017,0.482,0.112,0.597,97.025,313645,4
Encore un peu d'amour,The Pirouettes,Encore un peu d'amour,4FOD5DM6t00PIHUULYuLgS,0.42,0.786,0.707,1,-6.824,1,0.0443,0.17,0.00357,0.114,0.69,97.011,198160,4
Camino Del Sol (Todd Terje Remix),Antena,Versions Speciales - Camino del Sol,6Lim5LfM5LqHt5LfOTUkTG,0.33,0.699,0.853,11,-7.014,1,0.0442,0.33,0.723,0.0708,0.507,100.004,404200,4
Pegasus,Napkey,42,5LqgrIqtuqDqIwo4o69uoD,0.38,0.631,0.704,10,-8.183,0,0.0328,0.0534,0.146,0.207,0.0645,118.015,213559,4
À cause des garçons - Tepr Remix,Yelle,Kitsuné: À cause des garçons (Remixes),3CQ3l2jFuf1R2uQlpEn8Xt,0.36,0.731,0.546,7,-11.408,1,0.139,7.29e-05,0.835,0.0583,0.925,127.998,362400,4
Wicked Games - Bonus,Emilie Simon,Mue,6PrJrcRT5RXtChXC7XTVrS,0.23,0.694,0.487,1,-7.275,1,0.0335,0.0592,0.0324,0.248,0.62,119.99,238547,4
Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga,3XlzV8aKsldkPtm7Wiurcd,0.49,0.749,0.6,2,-5.52,0,0.0327,0.123,0.021,0.0727,0.683,126.005,218933,4
Nuit de baise I,Yelle,Complètement fou,6c6AgSLuZIDB0cXRtnohnC,0.29,0.842,0.313,0,-10.473,1,0.0524,0.182,0.118,0.12,0.791,100.005,135000,4
Enamorada,Miranda!,El Templo del Pop,1DBRh9CocZyolKYeBn7AWg,0.51,0.714,0.902,4,-5.473,0,0.0396,0.00599,1.43e-05,0.118,0.961,135.021,192627,4
"they told us it was hard, but they were wrong.",Ela Minus,"they told us it was hard, but they were wrong.",1KjDoMXZ4pGbebp5PhQi17,0.33,0.536,0.648,2,-9.991,0,0.0447,0.0413,0.695,0.11,0.147,129.407,360988,4
Luna de Papel,Miranda!,Luna de Papel,5FLYiGTqsUtVTphk4OkmQt,0.51,0.682,0.905,6,-6.641,0,0.0371,0.00275,0.0336,0.0437,0.393,120.052,209989,4
L'amour à plusieurs,Schérazade,Asile exquis,4oy3L7SrhNgfuZ1nlsJoAJ,0.37,0.833,0.658,11,-5.504,0,0.043,0.222,0.0,0.13,0.709,111.96,222918,4
Les soupirs et les refrains,Yelle,Complètement fou,48qPo25VFExoldlr26LcxF,0.26,0.769,0.696,0,-5.732,1,0.0354,0.0312,0.000755,0.0697,0.753,118.009,224600,4
Canoe Canoa,Populous,Queue For Love,1tbInvb7M0kUdlxfwh18qM,0.27,0.712,0.467,4,-8.632,0,0.0342,0.0553,0.448,0.0852,0.524,99.986,177667,4
Apagón,Lucia Tacchetti,ELETÉ,5JgXYEc1JYzUTd2Yhfk0p1,0.24,0.845,0.468,8,-9.238,1,0.0639,0.414,0.685,0.0706,0.671,133.02,181453,4
Feelin',Bomba Estéreo,Blow Up,0ncjZGjyJK3TginmXZE0wi,0.22,0.706,0.798,4,-5.352,0,0.0406,0.0321,0.00186,0.22,0.124,101.6,242653,4
Give It All,Seth XVI,Give It All,0ym3V9GpVPe5UrTLWEgqta,0.39,0.777,0.823,0,-6.736,1,0.0677,0.00141,0.53,0.0784,0.466,108.981,251360,4
Dance for Me,Superjava,Soul Dance,1qvnjKNXejydDxzxXk8liF,0.41,0.681,0.882,11,-4.528,0,0.0462,0.0565,5.95e-05,0.383,0.486,102.011,186341,4
L'odeur des joints,Hollydays,Hollywood Bizarre,57c8Is85sPYo90OSyXemDW,0.42,0.662,0.5,10,-7.269,0,0.0361,0.249,0.0109,0.0948,0.304,106.035,212229,4
Machin-chose,Christine and the Queens,Chris,4nQy68J6KlGSlFBoXKbpgY,0.31,0.505,0.48,7,-10.095,1,0.0477,0.361,0.0048,0.275,0.0534,159.796,303267,4
El Colmo - [Blank],Babasónicos,Anoche,1devU3Tqs5bMqo1GtWQhoa,0.49,0.699,0.659,6,-6.091,0,0.0265,0.014,0.000111,0.0992,0.744,124.053,160787,4
Bruce est dans le brouillard,Christine and the Queens,Chris,2awaAQzBXB1NSu4zfcOefw,0.3,0.815,0.45,8,-7.791,1,0.0703,0.157,1.01e-05,0.0563,0.382,135.89,218467,4
Follarse,Christine and the Queens,Chris,1qlmkz8PlGf1FMvaf5hWY6,0.3,0.782,0.665,0,-7.463,1,0.0635,0.0475,2.75e-05,0.214,0.44,119.968,216907,4
Un jour viendra,Yelle,Complètement fou,5aPokLqXqjoGYM6o5NBugQ,0.27,0.74,0.689,8,-5.483,0,0.0293,0.0885,0.00014,0.136,0.739,120.013,210653,4
El Rollo,CLUBZ,Destellos,5sURcqvepZmEMLmakSjJAG,0.38,0.663,0.661,9,-6.117,0,0.197,0.0562,3.74e-05,0.0765,0.83,150.037,170813,4
Desert - Version Française,Emilie Simon,Emilie Simon,2enOlOxkWuXIwZEVtmjPoe,0.36,0.719,0.317,11,-12.865,0,0.0849,0.747,0.0675,0.0867,0.23,81.999,184040,4
Belleza,Fármacos,Estado de Gracia,1pamocKMZ56HlRhZXt4I46,0.43,0.512,0.835,9,-6.503,0,0.0387,0.00276,0.00535,0.243,0.52,138.932,244373,3
Mango Negro,Rubio,Mango Negro,09ojDTXnHxPaJKDyRnWxGh,0.38,0.649,0.448,8,-8.942,1,0.0358,0.7,0.486,0.125,0.173,129.921,214419,4
Les Femmes,Yelle,Pop Up,5TnHQX4kZylRUcL9L6CJ4o,0.27,0.898,0.511,9,-6.958,0,0.0452,0.0181,2.68e-06,0.253,0.549,117.0,255587,4
Make It,Isaac Delusion,Make It,4gj6OEgw0FuDqxpsdqTexT,0.38,0.634,0.435,0,-8.455,1,0.0301,0.365,0.000456,0.3,0.311,114.989,276573,4
Manque d'Amour,Juliette Armanet,Petite Amie (Edition Délice),3AtdizIe78tjWmbyZbgIoV,0.4,0.736,0.371,0,-9.751,1,0.0392,0.889,0.00015,0.0759,0.239,138.055,186027,4
After The After,Teeers,After The After,21uoDlGnE0HQ8GC7tXUmpm,0.34,0.793,0.468,7,-8.506,0,0.0996,0.0867,0.000401,0.0744,0.73,112.013,219733,4
Les yeux mouillés,Christine and the Queens,Chris,2KZB0guQHS5TD6pXn7pbuQ,0.3,0.624,0.357,0,-9.342,1,0.038,0.506,7.64e-05,0.0571,0.239,137.958,200453,4
Le chat,Napkey,42,6mky8EFfaG4z5Eth3EzCd5,0.32,0.736,0.59,3,-9.46,0,0.0378,0.0233,0.381,0.0909,0.575,118.009,168814,4
Pas d'ici,Ehla,Pas d'ici,3UBZKE16VUDdeZj1VOPL0b,0.34,0.677,0.723,6,-7.765,0,0.041,0.0698,1.26e-05,0.102,0.584,115.019,217078,4
Traición,Miranda!,El Templo del Pop,6c0RkVllf6V7FPy1EUCclz,0.52,0.769,0.899,9,-3.914,0,0.0548,0.0383,0.00281,0.0949,0.863,132.006,181533,4
A Song with My Dog,Fhin,Trauma,3i4WnwJkqBkUzEUFsRhj4r,0.0,0.59,0.247,9,-16.349,0,0.0307,0.961,0.516,0.048,0.184,127.964,183733,4
Nadie Como Tú,Miranda!,Safari,6WGLSkAI0uSFuUC5A1cUrW,0.5,0.805,0.944,9,-3.752,1,0.0266,0.0908,0.00282,0.0881,0.967,104.013,205794,4
Saint Claude (Version Française),Christine and the Queens,Christine and the Queens,5DNC8fp8DGgc2s71IWawJe,0.23,0.512,0.445,8,-11.402,1,0.0489,0.367,0.0262,0.103,0.172,99.145,239554,4
L'étranger (voleur d'eau),Christine and the Queens,Chris,3UkVOLaxuZRPwYhzQdYymh,0.29,0.752,0.772,8,-5.938,1,0.0621,0.19,0.0011,0.163,0.835,166.111,242760,4
Rubí,Babasónicos,Jessico,2Dsv2vdCfLucFIoECqAK6U,0.51,0.642,0.505,0,-10.381,1,0.0271,0.105,1.34e-05,0.102,0.558,93.984,225051,4
Achilles,Antena,Camino Del Sol,6mQOvmOLu5BuBapZWaWk6k,0.26,0.683,0.507,6,-13.617,0,0.0729,0.174,0.758,0.107,0.891,74.75,217707,4
Tokyo at Dusk,Napkey,42,1STU1YJNoYXiOFGobQxXUY,0.36,0.687,0.73,10,-8.628,0,0.0463,0.081,0.84,0.112,0.38,117.999,389492,4
Voyager,Isaac Delusion,Rust & Gold,2JxbADHfnVT7e3tYEPqLl9,0.4,0.495,0.929,6,-5.448,0,0.199,0.19,0.77,0.304,0.645,177.809,189200,4
Tatuaje,Alex Anwandter,Rebeldes,74ChPldHeOja74nCnM9UD5,0.47,0.703,0.762,0,-5.541,1,0.0282,0.102,2.93e-05,0.0764,0.829,130.971,238147,4
Hero,Camp Claude,Hero,5uS4Gy2ECwIzqfDVBEWlBs,0.38,0.739,0.809,0,-4.731,1,0.03,0.0261,0.0151,0.108,0.925,118.009,175104,4
Dorothy - In Flagranti Remix,Polo & Pan,Dorothy,4FTv86ZHjJhQs7O11wDvF3,0.31,0.854,0.583,11,-6.911,1,0.0461,7.85e-05,0.895,0.0432,0.587,122.004,361977,4
Locura,Alex Anwandter,Latinoamericana,0HuL8ePyevFkt5bo5nRhsF,0.44,0.768,0.712,11,-4.001,0,0.0598,0.0487,0.00355,0.343,0.796,99.993,217067,4
Prisionero,Miranda!,El Templo del Pop,4qXdhvf2VrfYZqAaPTnn3m,0.5,0.646,0.886,7,-4.277,1,0.0678,0.121,0.0,0.187,0.674,125.02,207613,4
Swimming Pool,Marie Madeleine,Swimming Pool - EP,3BMqVk2NJbH4fxf84e8kDC,0.36,0.699,0.797,6,-6.624,0,0.0541,0.0043,0.884,0.172,0.963,119.972,327813,4
La Boquilla,Bomba Estéreo,Blow Up,6stQVQe4GbLDttgY4B2gtd,0.22,0.688,0.898,1,-5.493,0,0.0538,0.0083,0.0354,0.315,0.76,109.016,238947,4
Corazón Astral,Javiera Mena,Corazón Astral,6POeNaMCaqfJZIgA11NR7T,0.43,0.797,0.815,2,-3.02,1,0.0537,0.0755,0.0244,0.0816,0.687,104.97,191565,4
Plage isolée - Tim Paris Remix,Polo & Pan,Plage isolée,2RRmH67slzwjCQwuFlih6e,0.3,0.761,0.468,5,-10.096,0,0.0344,0.0265,0.674,0.476,0.737,109.998,358411,4
02h06,Fhin,Trauma,5R4fVtYMlNNWS4NoF7vTNE,0.0,0.914,0.623,1,-9.228,0,0.288,0.488,0.902,0.104,0.31,108.095,269560,4
Love Attack,Fhin,Trauma,1d22dcHCLjSyAxRDLdVllF,0.0,0.828,0.248,11,-11.036,0,0.0572,0.579,0.0581,0.0562,0.435,129.985,180853,4
Holy Drops,Fhin,Holy Drops,4KDFom0tYSKv2mebXwHy4I,0.28,0.622,0.478,5,-11.771,0,0.0578,0.493,0.388,0.147,0.241,169.981,262760,3
Trauma,Fhin,Trauma,4VOuvOhiGrsPxlDXF3l2Y6,0.0,0.569,0.418,4,-10.187,0,0.14,0.642,0.00351,0.11,0.142,134.754,206853,4
I'll Figure It Out,Fhin,Trauma,7oFm9Yga0nMvvAA2x3fyy5,0.0,0.692,0.453,11,-12.925,1,0.126,0.751,0.0846,0.297,0.226,136.01,201200,4
You Say - Outro,Fhin,Trauma,3EoV3aOPhdW8qJg4IwILLZ,0.0,0.566,0.454,8,-6.959,0,0.0378,0.559,0.221,0.132,0.402,127.832,125667,4
The Shape,Fhin,Trauma,3CsgdLuHUXuEFkJFHW8WdS,0.0,0.607,0.235,3,-14.493,1,0.085,0.524,0.00158,0.246,0.155,136.313,176547,4
fallin fallin,Fhin,Trauma,4Kq2IgjEnqXUXygYEynFeY,0.0,0.601,0.401,1,-11.423,1,0.0416,0.752,0.357,0.142,0.181,145.039,250173,4
Where's the Fire,Fhin,Trauma,4OuIJMzbflXe3Pjs1zkQxa,0.0,0.579,0.359,5,-11.973,0,0.0497,0.601,0.731,0.116,0.386,149.867,221867,4
Lights Would Be Better,Fhin,Trauma,7k3db8a3fHwlB7KtBPDYOh,0.0,0.702,0.571,4,-6.957,0,0.0545,0.124,0.628,0.105,0.405,94.102,209707,4
Monster,Fhin,Trauma,5PxGNfrFSEi56bgOPMq2kb,0.0,0.427,0.366,10,-11.623,1,0.64,0.514,0.603,0.0978,0.25,195.782,228253,4
Limites - A COLORS ENCORE,Bonnie Banane,Limites - A COLORS ENCORE,6ZG4yRHLfQJrMhY89sNMO2,0.34,0.785,0.335,8,-9.415,1,0.0773,0.425,0.0,0.0553,0.42,98.215,138707,3
Flash,Bonnie Banane,Flash,1nv2i8RkK46OzESw5Z8oSq,0.38,0.65,0.341,9,-9.051,1,0.0243,0.851,0.00335,0.111,0.219,102.993,169547,4
Unreal Dream,Paradis,Strata Vol. 046,3p0FuTMgWVxdgbdZWRGW6m,0.23,0.77,0.492,9,-9.708,0,0.0561,0.133,0.902,0.2,0.174,120.012,164735,4
Noëlla,Napkey,Solstice,53D1uW360yPjcyzzIHf9kA,0.27,0.639,0.496,0,-10.184,1,0.0271,0.073,0.0495,0.157,0.0648,95.98,194917,4
Already Know That,Fhin,A Crack in the Eyes,2rbDWkG9o3RMFQCfoHgUDR,0.32,0.596,0.327,1,-12.384,1,0.0267,0.612,0.194,0.1,0.354,74.991,268987,4
Alala,Populous,Azulejos,3yij35M7Qbe8JpzvNiPXp2,0.31,0.758,0.749,3,-6.743,0,0.0578,0.116,0.839,0.111,0.424,108.004,214981,4
La Pregunta,Babasónicos,Discutible,4PxOR5geaJtZFe4Q3I115t,0.51,0.781,0.528,1,-9.184,1,0.0388,0.406,3.01e-06,0.337,0.256,122.988,298160,4
Manual de una Pérdida,Fármacos,Manual de una Pérdida,7hP1CtdqStqiXU91lWxmwV,0.44,0.582,0.622,0,-7.561,0,0.0245,0.112,0.593,0.13,0.365,95.069,198664,4
Big Bang,Usted Señalemelo,II,1tgYWMpHWhhvr0hgOyCZsp,0.54,0.656,0.872,11,-5.48,0,0.0391,0.0293,0.025,0.113,0.619,114.969,293666,4
Le chat,Napkey,Le chat,6t4Ua2xbst0sPSomL1TLFh,0.33,0.727,0.64,3,-8.099,0,0.036,0.0253,0.39,0.0876,0.584,117.966,168814,4
Afortunada,Francisca Valenzuela,Muérdete La Lengua (Edición Especial),2oGcLhbdlhz7EOwIqcLTcJ,0.52,0.541,0.665,7,-5.677,1,0.0249,0.139,0.0267,0.116,0.229,95.484,214240,3
Symbiose,Agar Agar,Cardan,6PuYG1QKOr704af9UwZRNB,0.32,0.701,0.652,5,-10.061,0,0.0411,0.0445,0.664,0.0872,0.461,131.399,305354,4
Tilted (Bayonne Remix),Christine and the Queens,Tilted (Remixes),2qS7DttVNpkmbU9TNZaYJK,0.18,0.738,0.586,0,-9.642,1,0.0316,0.473,0.0873,0.102,0.21,100.025,245697,4
La Lanza,Babasónicos,Romantisísmico,40PFDsokiYouQUg4oBY1WQ,0.53,0.698,0.722,0,-6.018,1,0.0402,0.0722,0.000109,0.608,0.748,91.98,190240,4
Jeune fille garnement,Yelle,Complètement fou,7g1gNK4oSmX0m8sUWoP08k,0.26,0.699,0.762,10,-6.418,1,0.0343,0.00744,0.352,0.245,0.499,108.012,261667,4
Your Taste,Seth XVI,Your Taste,1uTfgYieZbJ2qZ2v2ICndT,0.36,0.871,0.409,11,-11.66,1,0.0905,0.0902,0.701,0.0615,0.074,105.033,202966,4
Romeo,Yelle,Romeo,2eljp0UvqxmnHoyHyd7x8z,0.3,0.472,0.783,5,-7.513,0,0.0464,0.0766,0.0203,0.124,0.502,120.001,210330,4
Tilted,Christine and the Queens,Chaleur Humaine (Deluxe Edition),5dwMQwZvaPo9QzPqRF3aaR,0.32,0.874,0.341,7,-10.63,1,0.0668,0.287,0.00376,0.107,0.494,99.995,233247,4
Interpassion,Yelle,Interpassion,0lkLFSn0AX6x3MNx6bpG9L,0.29,0.788,0.715,1,-8.991,1,0.0384,0.0975,0.00288,0.135,0.759,116.034,188247,4
Flotando,Francisca Valenzuela,La Fortaleza,23o7KuK4jNJInTiOFogpXO,0.51,0.608,0.689,6,-4.43,1,0.0425,0.303,0.0,0.127,0.404,162.079,240880,4
Made,Agar Agar,The Dog and the Future,3bNdYWfPMHKRmV7dM0xx9P,0.34,0.765,0.296,8,-13.965,1,0.0493,0.627,0.754,0.108,0.139,103.038,228787,3
"they told us it was hard, but they were wrong. - Edit",Ela Minus,"they told us it was hard, but they were wrong.",4eChGxuP1HLtOPpQFFXRbP,0.37,0.558,0.624,2,-9.508,0,0.0403,0.0576,0.599,0.363,0.147,129.878,225655,4
Pana,Usted Señalemelo,Remixes II,2DKrHjjGpq9mWY6iYRsbCW,0.51,0.731,0.784,6,-7.183,0,0.0437,0.121,0.0492,0.0983,0.585,115.495,228290,4
Nuit 17 à 52,Christine and the Queens,Nuit 17 à 52,46DlBa8Ur16bfKayDj4VaT,0.32,0.589,0.43,7,-11.18,1,0.0868,0.677,0.00966,0.121,0.101,174.077,261040,4
Yegua - [Blank],Babasónicos,Anoche,5xipEJqgwlE7GolH5HA8GD,0.41,0.663,0.897,11,-5.059,0,0.029,0.222,0.0,0.533,0.831,137.057,149560,4
Le fou du phare,Ezéchiel Pailhès,Tout va bien,5zt3ZHr8qYeWnd6cUDFvbF,0.37,0.858,0.41,9,-8.323,0,0.0295,0.242,0.0632,0.322,0.845,99.005,256675,4
Réplica,CLUBZ,Destellos,7HcRgXpySelknwL1yrwDiL,0.35,0.738,0.711,0,-8.418,1,0.0488,0.221,0.00347,0.108,0.706,101.0,234280,4
Qué Sería,Francisca Valenzuela,Buen Soldado,68YGuorNq8nW6lptlPfHMz,0.51,0.766,0.754,1,-5.533,1,0.0343,0.48,5.63e-06,0.109,0.463,128.991,204493,4
iT,Christine and the Queens,Chaleur Humaine (Deluxe Edition),2lqjUCKKJesOOK8RkeVCE1,0.28,0.568,0.577,0,-7.672,1,0.0589,0.315,1.49e-05,0.0858,0.643,179.952,218159,4
Huepajé,Bomba Estéreo,Kitsch Pop,1NEf6HcKuYEdKZDZpKbfuB,0.21,0.746,0.867,4,-6.9,0,0.0536,0.351,0.000432,0.0667,0.572,101.012,239856,4
Already Know That - Polo & Pan Remix,Fhin,A Crack in the Eyes (Remixes),6QaiffmHWYeBtR8Avl7xKX,0.33,0.751,0.41,1,-8.417,1,0.0479,0.312,0.779,0.0542,0.299,94.002,264057,4
Love Attack,Fhin,Love Attack,14SA8NqwBJAm9hBGXmPt15,0.32,0.829,0.249,11,-11.036,0,0.0569,0.576,0.0638,0.0552,0.409,129.985,180853,4
Lost Dog,Agar Agar,The Dog and the Future,5YyfenYyE1bRrj1hcevyEg,0.33,0.81,0.702,3,-8.705,0,0.038,0.175,0.865,0.0906,0.947,127.002,278067,4
Hola,Miranda!,El Disco de Tu Corazón,1nZJhX71HCQuyaCIyojXNG,0.5,0.895,0.739,7,-7.313,0,0.0371,0.162,0.109,0.0404,0.963,121.01,185947,4
Como Puedes Vivir Contigo Mismo,Alex Anwandter,Rebeldes,10drNlhi6bNQhdcWgXe8cv,0.45,0.714,0.812,5,-6.235,0,0.0404,0.0366,0.00078,0.187,0.873,119.001,261067,4
Florence en Italie,Yelle,Complètement fou,5UQlQRiQ8MC2tzKszBeKtI,0.25,0.802,0.449,1,-7.976,0,0.0421,0.106,0.0103,0.0763,0.588,127.026,254320,4
Tu te réveilles,Napkey,Solstice,5d2YGbAPGcOxZJ03CLzinB,0.27,0.77,0.444,2,-8.509,0,0.036,0.299,9.65e-05,0.106,0.553,110.019,184495,4
Touché,Isaac Delusion,Make It,5WZKFvt28GXy2sYb0fZ3lU,0.38,0.427,0.535,9,-8.574,0,0.0333,0.00625,0.604,0.193,0.305,79.922,230820,4
Saint Claude,Christine and the Queens,Chaleur Humaine (Deluxe Edition),3jd1edn0d7TyIN5ZmkXjYK,0.27,0.425,0.437,8,-12.274,1,0.0572,0.38,0.0695,0.102,0.185,99.806,241686,4
Aaaaah,Agar Agar,Nap,6UvA7PXs7hzM3yTcVPd7pr,0.33,0.558,0.427,7,-15.537,0,0.0385,0.102,0.917,0.157,0.709,151.582,219373,3
Your Heart Sounds Like,Fhin,Your Heart Sounds Like,519aQ2Gs3yWKKjLx9B9q96,0.25,0.72,0.353,11,-14.208,0,0.0551,0.694,0.267,0.377,0.277,83.026,244080,4
Coral,Rubio,Pez,4qUb4NTBOW4fMLWFrkRnRO,0.3,0.604,0.653,8,-6.803,0,0.032,0.244,0.0202,0.346,0.425,138.076,261864,4
Laberinto,Lucia Tacchetti,ELETÉ,0g9lp41XLg8wgSaZlXtt6G,0.22,0.762,0.614,1,-8.455,1,0.0765,0.329,0.617,0.169,0.792,159.978,222467,4
Comme Un Enfant - Freaks Radio Mix,Yelle,Comme Un Enfant,3XXO5DhRT5IMt0NlHZbFNL,0.2,0.745,0.946,4,-2.756,0,0.0357,0.0813,0.00278,0.331,0.781,124.979,240490,4
Agua Salá,Bomba Estéreo,Blow Up,0gpObhuwFF74MwRABIUZEq,0.2,0.627,0.596,4,-6.233,0,0.094,0.00831,0.289,0.0653,0.285,78.981,249747,4
Moon,Napkey,Solstice,5UjQP6qh8421ScKuVUzNyb,0.26,0.565,0.466,1,-8.663,0,0.0274,0.693,7.22e-06,0.0837,0.251,119.971,200263,4
Diane Keaton,Dënver,"Música, Gramática, Gimnasia",5VSxowFySYbZBchNzkFNeR,0.4,0.615,0.634,0,-5.388,1,0.0278,0.147,0.000305,0.21,0.87,92.022,233066,4
Shivers,Agar Agar,The Dog and the Future,5ifWjwfK1QclwoqC8axwmQ,0.33,0.694,0.401,8,-10.796,1,0.0606,0.0372,0.0148,0.104,0.637,77.758,378480,1
You Can Have the Light,Napkey,Solstice,7CQf1Zw7v5sTtWKjBugq9e,0.27,0.749,0.464,7,-11.451,0,0.0319,0.125,0.012,0.242,0.495,111.994,182601,4
Look at Them,Jeanne Added,Be Sensational,0lVkcHdJQ29VEoz0Rs4Owr,0.47,0.53,0.284,2,-8.126,1,0.0351,0.392,8.11e-05,0.183,0.121,123.883,215667,4
Ciclos,CLUBZ,Épocas,5xtiPprNm4aMZYNjiSdXPq,0.35,0.615,0.75,9,-6.456,0,0.034,0.219,0.811,0.0882,0.441,110.021,243940,4
Tómame,Francisca Valenzuela,Tómame,1qBxAo3bNoY5extpkA5vBI,0.47,0.835,0.569,6,-5.814,0,0.0571,0.00576,0.000607,0.219,0.745,125.069,186373,4
L'antidote,Ehla,L'antidote,3RIC90Yy1CPD7RD2USzHUl,0.36,0.831,0.598,9,-6.768,0,0.0605,0.735,0.0199,0.113,0.0537,120.034,178227,4
Toho,Yelle,Complètement fou,0DeZ6wNiuCduGTfZ2T7ySx,0.24,0.66,0.605,6,-5.635,0,0.0469,0.0396,0.165,0.0693,0.775,89.999,173293,4
Down,Napkey,Solstice,2WADvMxyAnDel5Uz7G4h0t,0.27,0.495,0.549,7,-8.363,0,0.0342,0.0823,0.0197,0.128,0.272,90.003,175963,4
To My Love - Tainy Remix,Bomba Estéreo,To My Love (Tainy Remix),5wBmZmpIl8I0HvDDINhx4z,0.37,0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,0.281,99.996,251773,4
La vita nuova - Populous Remix,Christine and the Queens,La vita nuova (Remixes),1lkTK96bz4QjTOgBpLdDE2,0.27,0.793,0.864,2,-8.212,1,0.0468,0.126,0.365,0.0756,0.308,120.021,231093,4
Amor Eléctrico,La Prohibida,Flash,0v6Cjrh1mXAGBXyNHV31M9,0.39,0.738,0.774,5,-10.19,0,0.0366,0.0186,0.00912,0.124,0.821,131.011,221760,4
In the Morning,Joe Bel,Dreams,5qNdNpUlmgKxutGBJ4TPUg,0.44,0.644,0.341,2,-11.93,0,0.0285,0.851,0.000187,0.123,0.328,126.943,204893,4
Rivolta - Get A Room! Remix,Polo & Pan,Dorothy,2eCVwSvetPsgWTEw68XMEk,0.3,0.712,0.713,0,-8.291,1,0.0441,0.00106,0.236,0.145,0.724,115.461,360902,4
Friends,Isaac Delusion,Make It,0Bfj5Y6RnRqxrNzGaIjVmu,0.37,0.694,0.473,8,-8.698,1,0.0331,0.00538,0.189,0.179,0.54,99.997,206335,4
MCs Can Kiss,Uffie,Sex Dreams And Denim Jeans,1zEosiUhCfPAEk7PLYbc4X,0.26,0.835,0.955,10,-2.902,0,0.198,0.282,0.000298,0.527,0.848,118.354,188787,4
Herbes Mauves,Plaisir De France,Herbes Mauves,5MntEptbk6kDV5060fRQa6,0.37,0.701,0.7,9,-8.542,1,0.0293,0.0545,0.00258,0.0786,0.36,120.012,253048,3
La musique,Yelle,Safari Disco Club,0Je4viNdytvRidL9c4vEEi,0.27,0.672,0.862,7,-5.334,0,0.0423,0.0908,0.00664,0.386,0.614,118.963,218707,4
Que Veux-Tu,Yelle,Que Veux-Tu,1032e68MNzz5ac8DY7EX9z,0.19,0.782,0.915,11,-3.785,0,0.0396,0.178,0.0,0.283,0.855,125.017,233320,4
Mientras Tanto,Coiffeur,Nada,2kJxCewMHY40F4iSQ0JytX,0.42,0.784,0.45,6,-8.492,0,0.034,0.577,0.082,0.0855,0.465,125.038,273147,4
pas l'habitude - Franc Moody Remix,Isaac Delusion,pas l'habitude (Franc Moody Remix),5k8lSSvZkBTHEVRIpeSUAH,0.31,0.848,0.64,4,-8.389,0,0.0922,0.0258,0.615,0.079,0.728,120.007,222507,4
Riding Epona,Isaac Delusion,Make It,0thkiHw1Bx3dONy0PKkLpw,0.38,0.524,0.64,11,-12.762,0,0.0968,0.603,0.0633,0.141,0.393,131.373,228227,4
Narcissus Is Back,Christine and the Queens,Christine and the Queens,6wPvnazncZvQZQw7AVZgW9,0.2,0.775,0.707,2,-6.958,1,0.0301,0.391,0.000341,0.128,0.397,118.072,208821,4
Silly Things,Antena,Camino Del Sol,4yCGmTmTgV1k3sz2CNAh1w,0.22,0.445,0.258,2,-14.55,0,0.0426,0.975,0.713,0.125,0.387,147.06,194000,5
Amour armure,Clément Froissart,Amour armure,4PonBmsDHCViKNHrr1JqAf,0.34,0.622,0.879,8,-5.657,1,0.0322,0.383,0.556,0.103,0.261,99.983,333213,4
Marathon,Napkey,42,2ch2zaZbYReGoB0qJVL0qG,0.28,0.575,0.744,4,-9.927,0,0.0338,0.192,0.884,0.65,0.0831,118.015,272542,4
At Least,Napkey,At Least,6mjfNufBHr0hvgoaiRyEmo,0.34,0.813,0.622,0,-8.627,1,0.0738,0.283,0.117,0.192,0.493,117.975,167517,4
Dans ta vraie vie,Yelle,Pop Up,5gajEj2Mc7yWzzxl8wF22r,0.23,0.962,0.475,8,-7.211,1,0.275,0.129,0.0,0.102,0.231,130.067,227493,4
